"Time	Open	High	Low	Close	Volume",,,,,,,Label
"2022-10-14 12:00:00	1.11939	1.12876	1.11567	1.12059	106960	17",,,,,,,0
"2022-10-14 16:00:00	1.12059	1.1225	1.11511	1.11843	128446	13",,,,,,,0
"2022-10-14 20:00:00	1.11843	1.11855	1.11614	1.1178	7191	14",,,,,,,0
"2022-10-17 00:00:00	1.12408	1.12514	1.12154	1.12333	66155	18",,,,,,,0
"2022-10-17 04:00:00	1.12332	1.1305	1.12151	1.12576	60792	15",,,,,,,0
"2022-10-17 08:00:00	1.12579	1.13306	1.1224	1.12945	49946	13",,,,,,,0
"2022-10-17 12:00:00	1.12945	1.14343	1.12876	1.14246	50839	15",,,,,,,0
"2022-10-17 16:00:00	1.14246	1.143	1.13432	1.1349	45217	14",,,,,,,0
"2022-10-17 20:00:00	1.13487	1.13686	1.13462	1.1351	52461	17",,,,,,,0
"2022-10-18 00:00:00	1.13513	1.13758	1.13305	1.13727	40556	16",,,,,,,0
"2022-10-18 04:00:00	1.13728	1.14106	1.13024	1.13547	75383	14",,,,,,,0
"2022-10-18 08:00:00	1.13545	1.13607	1.12551	1.1308	67699	13",,,,,,,0
"2022-10-18 12:00:00	1.13083	1.13461	1.12794	1.13051	90978	13",,,,,,,0
"2022-10-18 16:00:00	1.13048	1.1333	1.12793	1.13254	78645	15",,,,,,,0
"2022-10-18 20:00:00	1.13252	1.13573	1.13144	1.13417	35794	16",,,,,,,0
"2022-10-19 00:00:00	1.13417	1.13504	1.13277	1.13335	32193	16",,,,,,,0
"2022-10-19 04:00:00	1.13336	1.13365	1.12599	1.12771	65588	15",,,,,,,0
"2022-10-19 08:00:00	1.12773	1.12857	1.12214	1.12468	65292	14",,,,,,,0
"2022-10-19 12:00:00	1.12468	1.12779	1.12211	1.12302	69070	12",,,,,,,0
"2022-10-19 16:00:00	1.123	1.1237	1.11846	1.12258	60484	12",,,,,,,0
"2022-10-19 20:00:00	1.12256	1.12268	1.12006	1.12062	43312	11",,,,,,,0
"2022-10-20 00:00:00	1.1206	1.12218	1.11906	1.12006	72129	16",,,,,,,0
"2022-10-20 04:00:00	1.12005	1.12409	1.1196	1.12162	78077	15",,,,,,,0
"2022-10-20 08:00:00	1.12158	1.12643	1.11709	1.12517	74364	11",,,,,,,0
"2022-10-20 12:00:00	1.12517	1.1336	1.12414	1.12853	82824	13",,,,,,,0
"2022-10-20 16:00:00	1.12857	1.12866	1.1202	1.12224	64519	14",,,,,,,0
"2022-10-20 20:00:00	1.12224	1.12371	1.1214	1.1221	23045	11",,,,,,,0
"2022-10-21 00:00:00	1.12218	1.12261	1.11946	1.11992	30495	13",,,,,,,0
"2022-10-21 04:00:00	1.11989	1.12221	1.11735	1.11783	54943	18",,,,,,,0
"2022-10-21 08:00:00	1.11783	1.11795	1.11	1.11088	58355	12",,,,,,,0
"2022-10-21 12:00:00	1.11092	1.12951	1.10601	1.12888	177409	13",,,,,,,0
"2022-10-21 16:00:00	1.12884	1.13109	1.12173	1.13011	135411	13",,,,,,,0
"2022-10-21 20:00:00	1.13012	1.13144	1.12925	1.12956	13088	15",,,,,,,0
"2022-10-24 00:00:00	1.13358	1.13548	1.12997	1.13048	43833	20",,,,,,,0
"2022-10-24 04:00:00	1.1305	1.13818	1.1305	1.13249	49740	18",,,,,,,0
"2022-10-24 08:00:00	1.1325	1.1348	1.12729	1.1308	83224	15",,,,,,,0
"2022-10-24 12:00:00	1.13081	1.13435	1.1272	1.12916	159114	16",,,,,,,0
"2022-10-24 16:00:00	1.12917	1.12997	1.12574	1.12787	73372	17",,,,,,,0
"2022-10-24 20:00:00	1.12787	1.13153	1.12704	1.13051	29117	15",,,,,,,0
"2022-10-25 00:00:00	1.13053	1.13249	1.12922	1.13013	44080	15",,,,,,,0
"2022-10-25 04:00:00	1.13011	1.13064	1.12704	1.12928	43762	16",,,,,,,0
"2022-10-25 08:00:00	1.12927	1.13402	1.12906	1.13127	38372	13",,,,,,,0
"2022-10-25 12:00:00	1.1313	1.14988	1.13048	1.14667	45653	12",,,,,,,1
"2022-10-25 16:00:00	1.14668	1.14881	1.14596	1.14708	36638	14",,,,,,,1
"2022-10-25 20:00:00	1.14709	1.14781	1.145	1.14578	39019	12",,,,,,,1
"2022-10-26 00:00:00	1.1458	1.14673	1.14299	1.14582	143882	18",,,,,,,1
"2022-10-26 04:00:00	1.14581	1.15781	1.14446	1.15684	93989	18",,,,,,,1
"2022-10-26 08:00:00	1.15684	1.16195	1.1547	1.1563	59790	14",,,,,,,1
"2022-10-26 12:00:00	1.1563	1.1625	1.15436	1.16132	65093	13",,,,,,,1
"2022-10-26 16:00:00	1.16133	1.16384	1.1597	1.16262	39421	14",,,,,,,1
"2022-10-26 20:00:00	1.16263	1.164	1.16054	1.16385	59359	12",,,,,,,1
"2022-10-27 00:00:00	1.16383	1.16449	1.16045	1.16104	30002	14",,,,,,,1
"2022-10-27 04:00:00	1.16105	1.16359	1.15853	1.15921	39360	15",,,,,,,1
"2022-10-27 08:00:00	1.15921	1.16087	1.15487	1.15825	36346	13",,,,,,,1
"2022-10-27 12:00:00	1.15825	1.16339	1.15483	1.15716	90155	13",,,,,,,1
"2022-10-27 16:00:00	1.15723	1.16017	1.15573	1.15747	43028	12",,,,,,,1
"2022-10-27 20:00:00	1.15746	1.15767	1.15544	1.15638	33284	14",,,,,,,1
"2022-10-28 00:00:00	1.15638	1.15941	1.15441	1.15804	24915	14",,,,,,,1
"2022-10-28 04:00:00	1.15802	1.1583	1.15091	1.15152	52607	17",,,,,,,1
"2022-10-28 08:00:00	1.15156	1.15745	1.15035	1.15516	40649	12",,,,,,,1
"2022-10-28 12:00:00	1.15515	1.15998	1.15211	1.15716	44907	13",,,,,,,1
"2022-10-28 16:00:00	1.15716	1.16235	1.15561	1.16168	22108	12",,,,,,,1
"2022-10-28 20:00:00	1.16165	1.16212	1.1608	1.16127	6432	13",,,,,,,1
"2022-10-31 00:00:00	1.1594	1.1613	1.15849	1.16052	23690	18",,,,,,,1
"2022-10-31 04:00:00	1.16052	1.1609	1.15739	1.15769	45988	16",,,,,,,1
"2022-10-31 08:00:00	1.15766	1.15783	1.15151	1.15399	47870	12",,,,,,,1
"2022-10-31 12:00:00	1.15398	1.15415	1.14751	1.15129	101207	12",,,,,,,-1
"2022-10-31 16:00:00	1.15129	1.15166	1.14597	1.14673	76864	9",,,,,,,-1
"2022-10-31 20:00:00	1.14675	1.14741	1.14578	1.14669	26408	10",,,,,,,-1
"2022-11-01 00:00:00	1.14667	1.15152	1.14638	1.15067	26588	12",,,,,,,-1
"2022-11-01 04:00:00	1.15067	1.15494	1.14949	1.15174	74916	14",,,,,,,-1
"2022-11-01 08:00:00	1.15174	1.1554	1.15126	1.15487	104484	12",,,,,,,-1
"2022-11-01 12:00:00	1.15486	1.15659	1.14441	1.14591	177653	12",,,,,,,-1
"2022-11-01 16:00:00	1.1459	1.15079	1.14365	1.14828	120674	9",,,,,,,-1
"2022-11-01 20:00:00	1.14828	1.14935	1.14721	1.14882	44134	13",,,,,,,-1
"2022-11-02 00:00:00	1.14889	1.15264	1.14856	1.15151	37083	15",,,,,,,-1
"2022-11-02 04:00:00	1.15153	1.15221	1.14844	1.14935	78028	14",,,,,,,-1
"2022-11-02 08:00:00	1.14936	1.15237	1.1485	1.15014	125930	12",,,,,,,-1
"2022-11-02 12:00:00	1.15024	1.15156	1.14563	1.14655	158708	13",,,,,,,-1
"2022-11-02 16:00:00	1.14655	1.15644	1.13945	1.13946	249642	10",,,,,,,-1
"2022-11-02 20:00:00	1.13948	1.14017	1.13744	1.1383	47958	14",,,,,,,-1
"2022-11-03 00:00:00	1.13831	1.14216	1.13747	1.14156	36234	14",,,,,,,-1
"2022-11-03 04:00:00	1.14155	1.14203	1.13286	1.13448	59793	16",,,,,,,-1
"2022-11-03 08:00:00	1.13448	1.13448	1.12286	1.12484	129671	13",,,,,,,-1
"2022-11-03 12:00:00	1.1248	1.12775	1.11564	1.11811	89081	29",,,,,,,-1
"2022-11-03 16:00:00	1.1181	1.12028	1.11538	1.11634	56562	11",,,,,,,-1
"2022-11-03 20:00:00	1.11635	1.11713	1.11487	1.11695	20880	10",,,,,,,-1
"2022-11-04 00:00:00	1.11697	1.12142	1.11679	1.12089	30847	15",,,,,,,-1
"2022-11-04 04:00:00	1.12089	1.1242	1.11914	1.12005	54129	15",,,,,,,-1
"2022-11-04 08:00:00	1.12006	1.12491	1.11963	1.12111	34647	12",,,,,,,-1
"2022-11-04 12:00:00	1.12112	1.13366	1.1145	1.12771	74973	11",,,,,,,-1
"2022-11-04 16:00:00	1.1277	1.13818	1.1262	1.13727	41778	11",,,,,,,-1
"2022-11-04 20:00:00	1.13727	1.13807	1.13693	1.13764	4911	14",,,,,,,-1
"2022-11-07 00:00:00	1.13307	1.1343	1.1305	1.13297	48112	12",,,,,,,-1
"2022-11-07 04:00:00	1.13296	1.13495	1.12899	1.13026	64634	16",,,,,,,-1
"2022-11-07 08:00:00	1.13022	1.14761	1.12969	1.14442	85858	13",,,,,,,-1
"2022-11-07 12:00:00	1.1444	1.14844	1.14258	1.14654	59453	15",,,,,,,1
"2022-11-07 16:00:00	1.14655	1.15413	1.1449	1.15319	33926	10",,,,,,,1
"2022-11-07 20:00:00	1.15323	1.15376	1.15054	1.15129	25283	12",,,,,,,1
"2022-11-08 00:00:00	1.15129	1.15362	1.14976	1.15103	29632	14",,,,,,,1
"2022-11-08 04:00:00	1.15105	1.15131	1.14595	1.14694	29851	13",,,,,,,1
"2022-11-08 08:00:00	1.14702	1.14938	1.14441	1.14648	51700	11",,,,,,,1
"2022-11-08 12:00:00	1.14647	1.15727	1.14297	1.1563	49077	12",,,,,,,1
"2022-11-08 16:00:00	1.15634	1.15988	1.15119	1.15345	54939	11",,,,,,,1
"2022-11-08 20:00:00	1.15349	1.15573	1.15324	1.15507	19823	12",,,,,,,1
"2022-11-09 00:00:00	1.15508	1.15591	1.15223	1.1546	48393	16",,,,,,,1
"2022-11-09 04:00:00	1.15459	1.15516	1.1518	1.1523	23940	15",,,,,,,1
"2022-11-09 08:00:00	1.15231	1.15664	1.14184	1.14617	58182	12",,,,,,,1
"2022-11-09 12:00:00	1.14618	1.14709	1.13555	1.13751	72264	13",,,,,,,1
"2022-11-09 16:00:00	1.13753	1.14217	1.13334	1.1343	81328	12",,,,,,,1
"2022-11-09 20:00:00	1.1343	1.1369	1.13414	1.13676	35043	12",,,,,,,1
"2022-11-10 00:00:00	1.13673	1.14093	1.13644	1.14037	29023	17",,,,,,,1
"2022-11-10 04:00:00	1.14045	1.14125	1.13646	1.13827	17320	14",,,,,,,1
"2022-11-10 08:00:00	1.13826	1.14056	1.13626	1.13736	39822	12",,,,,,,1
"2022-11-10 12:00:00	1.13742	1.16863	1.13725	1.168	124739	12",,,,,,,1
"2022-11-10 16:00:00	1.16798	1.16963	1.16267	1.16962	63361	9",,,,,,,1
"2022-11-10 20:00:00	1.16963	1.17311	1.16854	1.16938	35032	12",,,,,,,1
"2022-11-11 00:00:00	1.16937	1.17027	1.16466	1.16727	60255	16",,,,,,,1
"2022-11-11 04:00:00	1.16726	1.17592	1.16587	1.17451	56513	15",,,,,,,1
"2022-11-11 08:00:00	1.17452	1.17735	1.17099	1.176	52441	13",,,,,,,1
"2022-11-11 12:00:00	1.17599	1.1796	1.17086	1.17753	38347	14",,,,,,,1
"2022-11-11 16:00:00	1.17758	1.18543	1.17602	1.18532	28818	10",,,,,,,1
"2022-11-11 20:00:00	1.18531	1.18539	1.18295	1.18295	12547	11",,,,,,,1
"2022-11-14 00:00:00	1.17958	1.18174	1.17728	1.17761	122388	19",,,,,,,1
"2022-11-14 04:00:00	1.17761	1.17896	1.17427	1.17892	87467	17",,,,,,,1
"2022-11-14 08:00:00	1.17891	1.18283	1.17459	1.17693	49250	10",,,,,,,1
"2022-11-14 12:00:00	1.17693	1.18124	1.17098	1.17303	69606	13",,,,,,,1
"2022-11-14 16:00:00	1.17303	1.18023	1.17136	1.17791	42210	11",,,,,,,1
"2022-11-14 20:00:00	1.17791	1.17853	1.17425	1.17507	21968	13",,,,,,,1
"2022-11-15 00:00:00	1.17511	1.17735	1.17404	1.17652	25244	18",,,,,,,1
"2022-11-15 04:00:00	1.17653	1.18385	1.17542	1.183	53649	14",,,,,,,1
"2022-11-15 08:00:00	1.18296	1.18818	1.18079	1.18715	51549	13",,,,,,,1
"2022-11-15 12:00:00	1.18716	1.20285	1.18545	1.18954	79850	12",,,,,,,1
"2022-11-15 16:00:00	1.18954	1.19031	1.17901	1.18739	56973	11",,,,,,,1
"2022-11-15 20:00:00	1.18741	1.18871	1.18481	1.18785	32076	14",,,,,,,1
"2022-11-16 00:00:00	1.18787	1.18868	1.18319	1.18472	59566	12",,,,,,,1
"2022-11-16 04:00:00	1.18471	1.19019	1.18309	1.18918	30553	11",,,,,,,1
"2022-11-16 08:00:00	1.18919	1.19417	1.18558	1.19018	35960	12",,,,,,,1
"2022-11-16 12:00:00	1.19016	1.19158	1.18316	1.1891	48636	13",,,,,,,1
"2022-11-16 16:00:00	1.18911	1.19152	1.18656	1.19107	30256	11",,,,,,,1
"2022-11-16 20:00:00	1.19106	1.19246	1.19008	1.19135	29814	12",,,,,,,1
"2022-11-17 00:00:00	1.19136	1.19191	1.18659	1.1878	60814	15",,,,,,,1
"2022-11-17 04:00:00	1.18784	1.19373	1.18765	1.19337	49969	14",,,,,,,1
"2022-11-17 08:00:00	1.19337	1.19576	1.18005	1.18508	35374	13",,,,,,,1
"2022-11-17 12:00:00	1.18508	1.18721	1.17622	1.17771	53137	13",,,,,,,1
"2022-11-17 16:00:00	1.17778	1.18643	1.17651	1.18512	43537	13",,,,,,,1
"2022-11-17 20:00:00	1.18515	1.18679	1.18418	1.18584	36796	13",,,,,,,1
"2022-11-18 00:00:00	1.18582	1.19309	1.1858	1.19189	38193	16",,,,,,,1
"2022-11-18 04:00:00	1.19189	1.19234	1.18812	1.19172	50962	14",,,,,,,1
"2022-11-18 08:00:00	1.19171	1.19503	1.18818	1.19099	36716	13",,,,,,,1
"2022-11-18 12:00:00	1.19099	1.19406	1.18731	1.19292	39319	14",,,,,,,1
"2022-11-18 16:00:00	1.19291	1.19332	1.18724	1.18902	35630	10",,,,,,,1
"2022-11-18 20:00:00	1.189	1.19002	1.18777	1.18883	13416	12",,,,,,,1
"2022-11-21 00:00:00	1.18837	1.18856	1.18356	1.1854	48864	28",,,,,,,1
"2022-11-21 04:00:00	1.18537	1.18557	1.18067	1.18177	52727	15",,,,,,,1
"2022-11-21 08:00:00	1.18182	1.1838	1.17929	1.18086	32708	13",,,,,,,1
"2022-11-21 12:00:00	1.18084	1.18268	1.17799	1.1784	34789	13",,,,,,,1
"2022-11-21 16:00:00	1.17841	1.18236	1.17779	1.18143	31176	11",,,,,,,1
"2022-11-21 20:00:00	1.18144	1.1827	1.18043	1.18258	28077	14",,,,,,,1
"2022-11-22 00:00:00	1.18257	1.18633	1.1822	1.18574	49494	14",,,,,,,1
"2022-11-22 04:00:00	1.18572	1.18574	1.18241	1.18467	34449	13",,,,,,,1
"2022-11-22 08:00:00	1.18468	1.18835	1.18282	1.18752	43806	13",,,,,,,1
"2022-11-22 12:00:00	1.18752	1.19022	1.18659	1.18789	36961	13",,,,,,,1
"2022-11-22 16:00:00	1.1879	1.18936	1.18549	1.18832	43305	11",,,,,,,1
"2022-11-22 20:00:00	1.1883	1.18934	1.18787	1.1893	30148	12",,,,,,,1
"2022-11-23 00:00:00	1.1893	1.1909	1.18751	1.18787	46242	18",,,,,,,1
"2022-11-23 04:00:00	1.18787	1.19119	1.1872	1.19031	42538	16",,,,,,,1
"2022-11-23 08:00:00	1.19029	1.19457	1.18738	1.1938	55404	13",,,,,,,1
"2022-11-23 12:00:00	1.1938	1.20804	1.19273	1.2066	44779	14",,,,,,,1
"2022-11-23 16:00:00	1.20663	1.20739	1.20187	1.20648	50422	11",,,,,,,1
"2022-11-23 20:00:00	1.20648	1.20776	1.20466	1.20757	30050	13",,,,,,,1
"2022-11-24 00:00:00	1.20756	1.21051	1.20577	1.21025	55510	26",,,,,,,1
"2022-11-24 04:00:00	1.21025	1.21129	1.20784	1.20816	21387	15",,,,,,,1
"2022-11-24 08:00:00	1.20816	1.21308	1.20596	1.21262	39482	12",,,,,,,1
"2022-11-24 12:00:00	1.21261	1.2153	1.21034	1.21396	30015	15",,,,,,,1
"2022-11-24 16:00:00	1.21396	1.21416	1.211	1.21186	21834	14",,,,,,,1
"2022-11-24 20:00:00	1.21185	1.21208	1.2108	1.21115	20910	17",,,,,,,1
"2022-11-25 00:00:00	1.21116	1.21155	1.20964	1.21104	48686	18",,,,,,,1
"2022-11-25 04:00:00	1.21103	1.21269	1.20906	1.20907	44571	17",,,,,,,1
"2022-11-25 08:00:00	1.20906	1.21197	1.20719	1.20855	26693	13",,,,,,,1
"2022-11-25 12:00:00	1.20857	1.21007	1.20577	1.20945	29254	12",,,,,,,1
"2022-11-25 16:00:00	1.20942	1.21105	1.20697	1.209	115253	12",,,,,,,1
"2022-11-25 20:00:00	1.20897	1.21021	1.20799	1.20867	101934	53",,,,,,,1
"2022-11-28 00:00:00	1.20527	1.20745	1.20251	1.20459	76384	23",,,,,,,1
"2022-11-28 04:00:00	1.20459	1.20817	1.20424	1.20647	29905	16",,,,,,,1
"2022-11-28 08:00:00	1.20646	1.21175	1.20526	1.20937	44551	13",,,,,,,1
"2022-11-28 12:00:00	1.20939	1.21002	1.20296	1.20373	39836	14",,,,,,,1
"2022-11-28 16:00:00	1.20372	1.20413	1.195	1.19517	43913	11",,,,,,,1
"2022-11-28 20:00:00	1.19516	1.19644	1.19398	1.19588	52718	13",,,,,,,1
"2022-11-29 00:00:00	1.1959	1.20108	1.19524	1.20028	49981	17",,,,,,,1
"2022-11-29 04:00:00	1.20027	1.20388	1.19799	1.20336	67041	13",,,,,,,1
"2022-11-29 08:00:00	1.20334	1.20639	1.19794	1.20257	43552	14",,,,,,,1
"2022-11-29 12:00:00	1.20257	1.20345	1.19534	1.1999	48465	13",,,,,,,1
"2022-11-29 16:00:00	1.19996	1.20022	1.19445	1.19521	39910	12",,,,,,,1
"2022-11-29 20:00:00	1.19521	1.19557	1.19414	1.19455	24756	14",,,,,,,1
"2022-11-30 00:00:00	1.19457	1.19902	1.1942	1.19777	61924	15",,,,,,,1
"2022-11-30 04:00:00	1.19778	1.19928	1.19486	1.19658	44979	15",,,,,,,1
"2022-11-30 08:00:00	1.19657	1.20288	1.19544	1.20111	44776	13",,,,,,,1
"2022-11-30 12:00:00	1.20111	1.20247	1.19075	1.19109	70693	12",,,,,,,1
"2022-11-30 16:00:00	1.19109	1.206	1.18999	1.2057	134984	10",,,,,,,1
"2022-11-30 20:00:00	1.20576	1.20879	1.20452	1.20744	60085	14",,,,,,,1
"2022-12-01 00:00:00	1.20743	1.21045	1.20725	1.20892	51303	17",,,,,,,1
"2022-12-01 04:00:00	1.20893	1.21183	1.20693	1.20744	33760	13",,,,,,,1
"2022-12-01 08:00:00	1.20754	1.21657	1.20746	1.21638	35909	14",,,,,,,1
"2022-12-01 12:00:00	1.21637	1.23098	1.21629	1.22671	64336	13",,,,,,,1
"2022-12-01 16:00:00	1.2267	1.22756	1.22245	1.22586	69658	11",,,,,,,1
"2022-12-01 20:00:00	1.22587	1.22785	1.22386	1.22578	26651	14",,,,,,,1
"2022-12-02 00:00:00	1.22578	1.22578	1.22304	1.225	32364	18",,,,,,,1
"2022-12-02 04:00:00	1.22502	1.22674	1.22243	1.22609	49584	15",,,,,,,1
"2022-12-02 08:00:00	1.22611	1.22974	1.22469	1.22767	36199	13",,,,,,,1
"2022-12-02 12:00:00	1.2277	1.22939	1.21338	1.22159	90546	14",,,,,,,1
"2022-12-02 16:00:00	1.22155	1.22997	1.22073	1.22878	63929	11",,,,,,,1
"2022-12-02 20:00:00	1.22878	1.22985	1.2276	1.22772	12802	16",,,,,,,1
"2022-12-05 00:00:00	1.22948	1.23411	1.2287	1.23369	48196	19",,,,,,,1
"2022-12-05 04:00:00	1.2337	1.23441	1.22853	1.22946	28187	16",,,,,,,1
"2022-12-05 08:00:00	1.22946	1.22995	1.22332	1.22754	49063	12",,,,,,,1
"2022-12-05 12:00:00	1.22754	1.23198	1.21879	1.22145	77294	13",,,,,,,1
"2022-12-05 16:00:00	1.22144	1.22235	1.2161	1.21733	73972	13",,,,,,,1
"2022-12-05 20:00:00	1.21732	1.21982	1.21648	1.21915	36485	14",,,,,,,1
"2022-12-06 00:00:00	1.21916	1.22234	1.21915	1.21968	52179	16",,,,,,,1
"2022-12-06 04:00:00	1.21967	1.22084	1.21669	1.22019	38266	16",,,,,,,1
"2022-12-06 08:00:00	1.22021	1.22226	1.21583	1.22144	66651	13",,,,,,,1
"2022-12-06 12:00:00	1.22142	1.22408	1.21526	1.22199	55434	15",,,,,,,1
"2022-12-06 16:00:00	1.22199	1.22689	1.21362	1.21421	110289	10",,,,,,,1
"2022-12-06 20:00:00	1.21421	1.2147	1.21264	1.21321	32108	13",,,,,,,1
"2022-12-07 00:00:00	1.2132	1.21497	1.21212	1.21385	13770	18",,,,,,,1
"2022-12-07 04:00:00	1.21385	1.21442	1.21058	1.21314	20770	15",,,,,,,1
"2022-12-07 08:00:00	1.21317	1.21861	1.21142	1.21477	26873	13",,,,,,,1
"2022-12-07 12:00:00	1.21476	1.22255	1.21392	1.21951	71128	14",,,,,,,1
"2022-12-07 16:00:00	1.2195	1.22343	1.21714	1.22129	67749	11",,,,,,,1
"2022-12-07 20:00:00	1.22128	1.22189	1.21989	1.22089	17337	13",,,,,,,1
"2022-12-08 00:00:00	1.22089	1.22132	1.21798	1.21947	21801	18",,,,,,,1
"2022-12-08 04:00:00	1.21944	1.22141	1.21776	1.22012	20138	15",,,,,,,1
"2022-12-08 08:00:00	1.2201	1.22062	1.21542	1.21733	20733	13",,,,,,,1
"2022-12-08 12:00:00	1.21732	1.22467	1.21619	1.22172	31291	12",,,,,,,1
"2022-12-08 16:00:00	1.22173	1.22466	1.22055	1.22422	30863	11",,,,,,,1
"2022-12-08 20:00:00	1.22423	1.22423	1.22235	1.22334	29498	15",,,,,,,1
"2022-12-09 00:00:00	1.22334	1.22762	1.22259	1.22734	41121	20",,,,,,,1
"2022-12-09 04:00:00	1.22738	1.22764	1.22523	1.22554	22556	16",,,,,,,1
"2022-12-09 08:00:00	1.22553	1.2276	1.22313	1.22638	19023	13",,,,,,,1
"2022-12-09 12:00:00	1.2264	1.22999	1.22017	1.22942	46237	13",,,,,,,1
"2022-12-09 16:00:00	1.22944	1.23221	1.22683	1.22718	62767	12",,,,,,,1
"2022-12-09 20:00:00	1.22718	1.22752	1.22518	1.22654	12994	13",,,,,,,1
"2022-12-12 00:00:00	1.22349	1.22403	1.22115	1.22295	50631	20",,,,,,,1
"2022-12-12 04:00:00	1.22296	1.22593	1.22054	1.22566	25462	15",,,,,,,1
"2022-12-12 08:00:00	1.22564	1.22953	1.22308	1.22758	29418	12",,,,,,,1
"2022-12-12 12:00:00	1.2276	1.22983	1.22496	1.22529	23647	13",,,,,,,1
"2022-12-12 16:00:00	1.22528	1.2288	1.22405	1.22575	28806	9",,,,,,,1
"2022-12-12 20:00:00	1.22575	1.22726	1.2253	1.22686	9060	10",,,,,,,1
"2022-12-13 00:00:00	1.22686	1.22904	1.22553	1.22584	25540	13",,,,,,,1
"2022-12-13 04:00:00	1.22587	1.23029	1.22515	1.2284	21503	15",,,,,,,1
"2022-12-13 08:00:00	1.22841	1.23024	1.22477	1.22904	32230	11",,,,,,,1
"2022-12-13 12:00:00	1.22902	1.24432	1.22717	1.23933	109664	11",,,,,,,1
"2022-12-13 16:00:00	1.23934	1.24144	1.2345	1.23726	50938	10",,,,,,,1
"2022-12-13 20:00:00	1.23725	1.23783	1.23534	1.2354	33856	10",,,,,,,1
"2022-12-14 00:00:00	1.2354	1.23579	1.23414	1.23518	31793	14",,,,,,,1
"2022-12-14 04:00:00	1.23519	1.23741	1.23419	1.23633	27712	10",,,,,,,1
"2022-12-14 08:00:00	1.23633	1.24042	1.23521	1.23726	37413	11",,,,,,,1
"2022-12-14 12:00:00	1.23726	1.24163	1.23546	1.2403	37330	10",,,,,,,1
"2022-12-14 16:00:00	1.2403	1.24448	1.23442	1.24031	53805	10",,,,,,,1
"2022-12-14 20:00:00	1.24034	1.24464	1.23967	1.24179	29501	15",,,,,,,1
"2022-12-15 00:00:00	1.24179	1.24256	1.23857	1.23868	38199	13",,,,,,,1
"2022-12-15 04:00:00	1.23866	1.24022	1.23764	1.23801	24896	12",,,,,,,1
"2022-12-15 08:00:00	1.23802	1.23843	1.22957	1.23307	39400	11",,,,,,,1
"2022-12-15 12:00:00	1.23311	1.23564	1.22142	1.22161	71923	30",,,,,,,1
"2022-12-15 16:00:00	1.22162	1.22247	1.21558	1.219	43108	10",,,,,,,1
"2022-12-15 20:00:00	1.21899	1.21954	1.21713	1.21902	37172	11",,,,,,,1
"2022-12-16 00:00:00	1.21902	1.22225	1.21881	1.22042	31267	12",,,,,,,-1
"2022-12-16 04:00:00	1.22042	1.22224	1.21718	1.2176	30710	12",,,,,,,-1
"2022-12-16 08:00:00	1.21762	1.22152	1.21193	1.21906	51521	11",,,,,,,-1
"2022-12-16 12:00:00	1.21905	1.22222	1.21471	1.21539	61990	9",,,,,,,-1
"2022-12-16 16:00:00	1.21542	1.21943	1.2145	1.21665	34709	9",,,,,,,-1
"2022-12-16 20:00:00	1.21666	1.21812	1.21331	1.21345	17200	10",,,,,,,-1
"2022-12-19 00:00:00	1.2159	1.22019	1.21538	1.21818	24224	14",,,,,,,-1
"2022-12-19 04:00:00	1.21821	1.21937	1.2167	1.219	23129	13",,,,,,,-1
"2022-12-19 08:00:00	1.21902	1.22416	1.21798	1.21859	40126	11",,,,,,,-1
"2022-12-19 12:00:00	1.21859	1.21936	1.212	1.21303	39046	12",,,,,,,-1
"2022-12-19 16:00:00	1.21304	1.21929	1.21293	1.21424	29114	10",,,,,,,-1
"2022-12-19 20:00:00	1.21424	1.21551	1.21398	1.21536	22854	10",,,,,,,-1
"2022-12-20 00:00:00	1.21536	1.22234	1.21331	1.21393	39767	17",,,,,,,-1
"2022-12-20 04:00:00	1.21393	1.21641	1.20847	1.21449	65024	15",,,,,,,-1
"2022-12-20 08:00:00	1.21447	1.21968	1.21338	1.2161	54579	12",,,,,,,-1
"2022-12-20 12:00:00	1.21609	1.21678	1.20976	1.21392	73332	11",,,,,,,-1
"2022-12-20 16:00:00	1.21393	1.21703	1.21232	1.2169	37971	12",,,,,,,-1
"2022-12-20 20:00:00	1.2169	1.21921	1.2159	1.21875	16960	9",,,,,,,-1
"2022-12-21 00:00:00	1.21878	1.21896	1.21605	1.21687	35438	16",,,,,,,-1
"2022-12-21 04:00:00	1.21687	1.21825	1.21497	1.21804	25271	13",,,,,,,-1
"2022-12-21 08:00:00	1.21805	1.21823	1.20931	1.20985	37335	12",,,,,,,-1
"2022-12-21 12:00:00	1.20986	1.21637	1.20854	1.21085	52334	10",,,,,,,-1
"2022-12-21 16:00:00	1.21089	1.21122	1.20548	1.20816	55372	11",,,,,,,-1
"2022-12-21 20:00:00	1.20816	1.20945	1.20728	1.20759	25426	9",,,,,,,-1
"2022-12-22 00:00:00	1.20759	1.21343	1.20752	1.21334	23876	16",,,,,,,-1
"2022-12-22 04:00:00	1.21333	1.21337	1.21008	1.21304	31004	13",,,,,,,-1
"2022-12-22 08:00:00	1.21302	1.21473	1.20408	1.20445	91487	10",,,,,,,-1
"2022-12-22 12:00:00	1.20443	1.20622	1.19919	1.20268	133927	10",,,,,,,-1
"2022-12-22 16:00:00	1.20269	1.20438	1.20008	1.20303	35137	11",,,,,,,-1
